;Product Progress;Logins;Start Date;Last Activity At;Days Lapsed;Months Lapsed
7478;8;10;2022-07-18;2022-08-29;6.0;1.5
7480;25;50;2022-08-05;2023-05-05;39.0;9.75
7482;32;21;2022-07-18;2022-09-19;9.0;2.25
7483;1;6;2022-07-21;2022-08-02;1.71;0.43
7484;12;14;2023-04-02;2023-04-27;3.57;0.89
7487;5;5;2022-07-21;2022-08-01;1.57;0.39
7488;3;5;2022-07-18;2022-08-01;2.0;0.5
7489;15;15;2022-07-21;2023-05-10;41.86;10.46
7491;5;3;2022-12-29;2023-01-04;0.86;0.22
7492;4;6;2022-07-20;2022-08-06;2.43;0.61
7493;13;16;2022-07-24;2022-09-08;6.57;1.64
7494;19;42;2022-07-24;2022-11-09;15.43;3.86
7495;5;2;2023-02-01;2023-02-04;0.43;0.11
7496;10;14;2022-07-25;2022-10-22;12.71;3.18
7497;1;3;2022-08-04;2022-08-04;0.0;0.0
7498;18;33;2022-07-27;2023-03-07;31.86;7.96
7499;7;15;2022-07-27;2022-08-21;3.57;0.89
7501;7;17;2022-08-07;2023-03-15;31.43;7.86
7503;23;16;2022-07-24;2022-12-05;19.14;4.78
7504;45;34;2022-08-02;2023-03-02;30.29;7.57
7505;1;57;2022-11-07;2023-05-13;26.71;6.68
7506;10;16;2022-10-08;2022-11-22;6.43;1.61
7507;9;16;2022-08-17;2023-05-09;37.86;9.46
7508;27;48;2022-07-24;2022-11-22;17.29;4.32
7510;44;45;2022-07-28;2023-01-30;26.57;6.64
7511;53;53;2022-07-25;2023-01-18;25.29;6.32
7512;5;4;2022-08-13;2022-10-24;10.29;2.57
7513;99;314;2022-07-25;2023-05-09;41.14;10.28
7514;30;16;2022-07-27;2022-11-02;14.0;3.5
7515;21;21;2022-07-25;2022-08-30;5.14;1.28
7516;5;6;2022-07-24;2022-08-01;1.14;0.28
7517;13;20;2022-12-06;2023-02-10;9.43;2.36
7518;34;24;2022-08-02;2022-10-13;10.29;2.57
7519;4;86;2022-08-01;2023-05-17;41.29;10.32
7521;16;17;2022-09-12;2023-05-12;34.57;8.64
7523;25;39;2022-08-04;2023-04-29;38.29;9.57
7524;86;65;2022-07-31;2023-04-03;35.14;8.78
7526;1;8;2022-08-04;2022-08-08;0.57;0.14
7527;9;12;2022-08-02;2022-08-26;3.43;0.86
7528;21;16;2022-07-31;2023-01-22;25.0;6.25
7529;1;28;2022-11-08;2023-04-02;20.71;5.18
7530;14;13;2022-08-01;2023-02-06;27.0;6.75
7531;58;65;2022-07-31;2023-03-09;31.57;7.89
7532;37;46;2022-08-01;2023-05-14;40.86;10.22
7534;68;102;2022-07-31;2023-05-10;40.43;10.11
7535;3;16;2022-08-01;2023-05-14;40.86;10.22
7536;25;58;2022-08-03;2023-02-14;27.86;6.96
7537;25;66;2022-07-31;2023-05-16;41.29;10.32
7538;93;56;2022-08-07;2023-04-19;36.43;9.11
7539;16;8;2022-08-07;2022-08-27;2.86;0.72
7540;19;28;2022-08-07;2023-05-04;38.57;9.64
7541;95;135;2022-08-15;2023-05-16;39.14;9.78
7543;98;69;2022-08-07;2023-05-06;38.86;9.72
7544;10;17;2022-08-09;2022-09-29;7.29;1.82
7545;4;7;2022-08-07;2022-09-02;3.71;0.93
7546;38;44;2022-08-09;2023-05-16;40.0;10.0
7547;3;10;2022-08-11;2022-08-16;0.71;0.18
7548;3;11;2022-08-08;2022-12-20;19.14;4.78
7549;29;32;2022-08-09;2023-04-10;34.86;8.72
7550;37;18;2022-08-11;2023-03-09;30.0;7.5
7551;2;15;2022-08-08;2022-09-04;3.86;0.96
7552;53;79;2022-08-08;2023-05-11;39.43;9.86
7553;52;56;2022-08-11;2023-05-14;39.43;9.86
7554;97;81;2022-08-07;2023-04-28;37.71;9.43
7555;96;183;2022-08-14;2023-04-04;33.29;8.32
7556;14;31;2022-08-07;2022-08-30;3.29;0.82
7557;3;10;2022-08-13;2022-10-30;11.14;2.78
7558;30;33;2022-08-08;2023-04-13;35.43;8.86
7559;1;5;2022-08-18;2022-09-14;3.86;0.96
7561;9;6;2022-08-07;2022-08-22;2.14;0.54
7562;5;8;2022-08-07;2023-04-17;36.14;9.04
7563;44;40;2022-08-08;2022-12-14;18.29;4.57
7565;5;8;2022-08-11;2022-08-18;1.0;0.25
7566;7;11;2023-03-01;2023-04-06;5.14;1.28
7567;4;20;2022-08-25;2023-02-23;26.0;6.5
7568;49;40;2022-08-17;2023-04-17;34.71;8.68
7569;1;4;2022-10-02;2022-10-26;3.43;0.86
7570;15;7;2022-09-12;2022-10-17;5.0;1.25
7571;18;31;2022-08-15;2023-03-23;31.43;7.86
7572;5;10;2022-08-14;2022-11-16;13.43;3.36
7573;31;36;2022-08-14;2023-05-16;39.29;9.82
7574;4;13;2022-08-16;2022-10-04;7.0;1.75
7575;16;22;2022-08-14;2022-10-28;10.71;2.68
7576;46;62;2022-08-18;2023-05-07;37.43;9.36
7577;23;84;2022-08-17;2023-05-16;38.86;9.72
7578;6;23;2022-08-25;2023-03-12;28.43;7.11
7579;68;87;2022-08-14;2023-05-17;39.43;9.86
7580;26;58;2022-08-17;2023-04-27;36.14;9.04
7581;12;21;2022-10-03;2023-03-09;22.43;5.61
7582;57;72;2022-08-22;2023-04-19;34.29;8.57
7583;1;4;2022-08-15;2022-08-16;0.14;0.04
7584;29;79;2022-08-15;2023-05-17;39.29;9.82
7585;40;26;2022-08-14;2023-04-24;36.14;9.04
7587;4;3;2022-08-19;2022-08-19;0.0;0.0
7588;4;8;2022-08-18;2022-09-05;2.57;0.64
7589;81;63;2022-08-15;2023-04-25;36.14;9.04
7591;13;30;2022-08-17;2023-04-09;33.57;8.39
7592;24;30;2022-08-24;2023-02-05;23.57;5.89
7593;57;94;2022-08-21;2023-05-14;38.0;9.5
7597;45;89;2022-08-21;2023-03-02;27.57;6.89
7600;9;8;2022-08-21;2022-09-04;2.0;0.5
7602;4;11;2022-08-23;2022-10-22;8.57;2.14
7603;99;79;2022-08-25;2023-04-03;31.57;7.89
7604;6;10;2022-08-27;2022-11-10;10.71;2.68
7605;4;8;2022-09-04;2022-09-16;1.71;0.43
7606;29;26;2022-08-22;2023-04-02;31.86;7.96
7607;3;17;2022-08-22;2022-12-28;18.29;4.57
7608;41;53;2022-09-13;2023-04-17;30.86;7.72
7609;95;61;2022-08-25;2023-02-07;23.71;5.93
7610;99;58;2022-08-23;2023-04-13;33.29;8.32
7611;13;10;2022-08-22;2022-09-25;4.86;1.22
7612;1;5;2022-08-30;2022-08-31;0.14;0.04
7613;14;8;2022-08-22;2022-09-22;4.43;1.11
7614;100;116;2022-08-22;2023-05-10;37.29;9.32
7615;46;58;2022-08-29;2023-03-30;30.43;7.61
7616;12;22;2022-08-23;2023-04-12;33.14;8.28
7617;2;78;2022-10-13;2023-05-08;29.57;7.39
7619;12;32;2022-10-24;2023-04-10;24.0;6.0
7620;5;43;2022-09-01;2023-03-03;26.14;6.54
7622;49;107;2022-09-01;2023-05-14;36.43;9.11
7623;9;21;2022-08-31;2023-02-02;22.14;5.54
7624;74;74;2022-08-31;2023-05-11;36.14;9.04
7625;3;2;2022-09-12;2022-09-13;0.14;0.04
7626;63;76;2022-08-31;2023-05-12;36.29;9.07
7628;90;103;2022-08-30;2023-05-16;37.0;9.25
7629;1;7;2022-08-28;2022-10-30;9.0;2.25
7630;87;121;2022-08-28;2023-05-17;37.43;9.36
7631;53;40;2022-08-28;2023-05-03;35.43;8.86
7632;75;71;2022-09-08;2023-02-26;24.43;6.11
7633;81;225;2022-08-29;2023-05-11;36.43;9.11
7634;21;21;2022-08-28;2022-10-03;5.14;1.28
7635;65;74;2022-08-30;2023-03-29;30.14;7.54
7636;2;13;2022-09-04;2023-02-05;22.0;5.5
7637;3;11;2022-08-28;2022-10-09;6.0;1.5
7638;2;2;2023-02-20;2023-02-20;0.0;0.0
7639;76;114;2022-08-30;2023-05-17;37.14;9.28
7640;88;40;2022-08-29;2023-03-26;29.86;7.46
7642;2;8;2022-08-28;2022-09-05;1.14;0.28
7643;68;71;2022-08-30;2023-05-15;36.86;9.22
7644;24;17;2022-08-29;2022-10-13;6.43;1.61
7645;71;65;2022-09-06;2023-05-15;35.86;8.96
7646;1;6;2022-09-05;2022-09-25;2.86;0.72
7647;81;68;2022-09-05;2023-04-14;31.57;7.89
7648;4;9;2022-09-06;2023-05-11;35.29;8.82
7650;64;56;2022-09-04;2023-04-30;34.0;8.5
7651;1;11;2022-09-06;2022-09-12;0.86;0.22
7653;82;88;2022-09-06;2023-05-04;34.29;8.57
7654;52;46;2022-09-05;2023-05-15;36.0;9.0
7655;26;20;2022-09-04;2023-02-26;25.0;6.25
7656;77;119;2022-10-02;2023-05-14;32.0;8.0
7657;11;20;2022-09-04;2022-09-28;3.43;0.86
7658;90;59;2022-09-05;2023-04-25;33.14;8.28
7659;52;82;2022-09-06;2023-05-15;35.86;8.96
7660;4;4;2022-12-29;2023-02-02;5.0;1.25
7662;6;9;2022-09-25;2022-10-05;1.43;0.36
7663;96;116;2022-09-05;2023-04-03;30.0;7.5
7664;27;77;2022-09-05;2023-05-13;35.71;8.93
7665;75;67;2022-09-06;2023-05-12;35.43;8.86
7668;2;3;2022-09-10;2022-09-11;0.14;0.04
7669;4;5;2022-09-05;2022-10-02;3.86;0.96
7670;2;16;2022-09-04;2023-05-17;36.43;9.11
7671;5;6;2022-10-09;2023-04-27;28.57;7.14
7672;46;42;2022-09-12;2023-05-03;33.29;8.32
7673;8;21;2023-04-01;2023-05-16;6.43;1.61
7674;77;63;2022-09-11;2023-05-09;34.29;8.57
7675;12;13;2022-09-12;2022-12-01;11.43;2.86
7676;11;16;2022-09-22;2022-10-20;4.0;1.0
7678;12;18;2022-09-11;2023-05-04;33.57;8.39
7679;14;13;2022-09-13;2022-11-14;8.86;2.22
7680;33;22;2022-09-11;2023-03-09;25.57;6.39
7681;27;21;2022-09-19;2022-12-06;11.14;2.78
7682;51;83;2022-09-11;2023-05-05;33.71;8.43
7683;32;45;2022-09-14;2023-03-06;24.71;6.18
7684;22;15;2022-10-15;2023-03-01;19.57;4.89
7685;26;16;2022-09-11;2023-04-07;29.71;7.43
7686;66;102;2022-10-30;2023-05-17;28.43;7.11
7687;17;48;2022-10-18;2023-04-08;24.57;6.14
7688;3;8;2022-09-19;2023-02-06;20.0;5.0
7689;6;7;2022-09-12;2022-09-26;2.0;0.5
7690;4;4;2022-09-12;2022-09-23;1.57;0.39
7691;13;7;2022-09-11;2022-10-03;3.14;0.78
7692;8;21;2022-09-11;2023-01-23;19.14;4.78
7693;1;4;2022-09-11;2023-02-12;22.0;5.5
7694;10;18;2022-09-12;2023-05-09;34.14;8.54
7695;14;18;2022-09-12;2022-10-03;3.0;0.75
7696;15;23;2022-09-12;2023-02-19;22.86;5.72
7698;14;15;2022-09-12;2022-09-30;2.57;0.64
7699;3;15;2022-09-12;2023-03-12;25.86;6.46
7701;55;41;2022-09-20;2023-05-11;33.29;8.32
7702;97;132;2022-09-18;2023-05-16;34.29;8.57
7703;9;23;2022-09-29;2023-02-16;20.0;5.0
7704;47;64;2022-09-19;2023-05-01;32.0;8.0
7705;34;31;2022-09-20;2023-02-20;21.86;5.46
7708;12;17;2022-09-21;2023-04-07;28.29;7.07
7709;4;32;2022-09-25;2023-04-25;30.29;7.57
7710;7;7;2022-09-24;2022-10-14;2.86;0.72
7712;13;22;2022-09-18;2022-12-12;12.14;3.04
7714;51;34;2022-09-24;2023-03-18;25.0;6.25
7715;74;99;2022-09-18;2023-05-14;34.0;8.5
7716;37;36;2022-09-20;2023-05-08;32.86;8.22
7717;34;68;2022-09-18;2023-05-14;34.0;8.5
7718;36;31;2022-09-19;2023-02-07;20.14;5.04
7719;25;21;2022-09-25;2022-11-23;8.43;2.11
7720;7;8;2022-09-18;2022-10-10;3.14;0.78
7721;97;116;2022-09-19;2023-05-11;33.43;8.36
7722;49;71;2022-09-18;2023-04-19;30.43;7.61
7723;15;23;2022-09-18;2022-10-27;5.57;1.39
7724;41;34;2022-09-19;2023-05-04;32.43;8.11
7725;17;24;2022-09-26;2023-03-21;25.14;6.28
7726;31;32;2022-09-29;2022-12-26;12.57;3.14
7728;7;6;2022-09-26;2022-11-20;7.86;1.96
7729;2;23;2022-09-25;2022-10-18;3.29;0.82
7730;19;35;2022-09-26;2022-11-16;7.29;1.82
7732;43;40;2022-09-25;2023-04-28;30.71;7.68
7737;44;104;2022-09-29;2023-05-10;31.86;7.96
7739;54;38;2022-09-26;2023-03-08;23.29;5.82
7740;7;8;2022-09-25;2022-10-17;3.14;0.78
7741;3;7;2022-10-07;2023-01-30;16.43;4.11
7742;17;38;2022-09-28;2023-05-10;32.0;8.0
7743;15;10;2022-09-26;2022-10-20;3.43;0.86
7744;20;38;2022-09-26;2023-04-25;30.14;7.54
7745;4;14;2022-09-29;2023-04-23;29.43;7.36
7746;69;199;2022-09-27;2023-04-29;30.57;7.64
7747;50;34;2022-09-30;2023-05-11;31.86;7.96
7748;2;3;2022-10-22;2022-10-22;0.0;0.0
7750;4;7;2022-10-04;2023-04-04;26.0;6.5
7751;14;29;2022-10-04;2022-12-01;8.29;2.07
7752;5;5;2022-10-04;2022-10-17;1.86;0.46
7753;42;35;2022-10-12;2023-05-15;30.71;7.68
7754;47;51;2022-10-03;2023-02-14;19.14;4.78
7755;31;24;2022-10-24;2023-05-03;27.29;6.82
7758;14;19;2022-10-04;2023-02-14;19.0;4.75
7759;15;19;2022-10-10;2023-03-30;24.43;6.11
7760;1;30;2022-10-06;2023-01-30;16.57;4.14
7761;14;16;2022-10-05;2023-02-21;19.86;4.96
7762;6;4;2022-10-02;2022-10-10;1.14;0.28
7763;3;4;2022-10-05;2022-10-07;0.29;0.07
7764;23;28;2022-10-12;2023-03-02;20.14;5.04
7765;34;31;2022-10-03;2023-05-04;30.43;7.61
7766;3;11;2022-10-17;2022-11-07;3.0;0.75
7767;12;11;2022-10-02;2022-10-25;3.29;0.82
7769;99;55;2022-10-05;2023-05-02;29.86;7.46
7770;97;126;2022-10-10;2023-05-13;30.71;7.68
7771;30;11;2022-12-20;2023-02-06;6.86;1.72
7772;14;23;2022-10-11;2022-11-14;4.86;1.22
7773;1;4;2022-10-14;2022-10-14;0.0;0.0
7774;2;8;2022-10-19;2023-04-25;26.86;6.72
7775;3;14;2022-10-22;2023-03-05;19.14;4.78
7776;14;19;2022-10-15;2022-11-04;2.86;0.72
7778;47;43;2022-10-09;2023-01-16;14.14;3.54
7779;20;33;2023-02-27;2023-05-17;11.29;2.82
7780;17;47;2022-10-17;2023-05-05;28.57;7.14
7781;53;110;2022-10-11;2023-05-03;29.14;7.28
7782;97;43;2022-10-09;2023-05-14;31.0;7.75
7783;26;31;2022-10-21;2023-05-15;29.43;7.36
7784;4;9;2022-10-11;2022-12-13;9.0;2.25
7785;1;1;2022-10-10;2022-10-10;0.0;0.0
7787;15;10;2022-10-11;2023-04-13;26.29;6.57
7789;40;34;2022-10-09;2023-05-12;30.71;7.68
7790;92;75;2022-10-09;2023-05-17;31.43;7.86
7792;25;18;2022-10-10;2022-12-11;8.86;2.22
7793;4;8;2022-10-11;2023-04-20;27.29;6.82
7794;12;10;2022-10-09;2022-11-05;3.86;0.96
7795;4;10;2022-10-11;2022-11-03;3.29;0.82
7796;84;63;2022-10-10;2023-04-30;28.86;7.22
7797;41;60;2022-10-16;2023-03-31;23.71;5.93
7798;59;331;2022-10-16;2023-05-17;30.43;7.61
7799;40;42;2022-10-18;2023-02-16;17.29;4.32
7801;32;81;2022-10-16;2023-03-16;21.57;5.39
7802;84;114;2022-10-19;2023-04-27;27.14;6.78
7803;25;29;2022-10-17;2023-03-28;23.14;5.78
7804;27;26;2022-10-25;2023-03-28;22.0;5.5
7806;26;55;2022-11-22;2023-05-15;24.86;6.22
7807;47;56;2022-10-20;2023-05-15;29.57;7.39
7808;5;6;2022-10-16;2022-10-30;2.0;0.5
7809;31;45;2022-10-17;2023-03-19;21.86;5.46
7810;7;16;2022-10-17;2022-12-08;7.43;1.86
7812;68;51;2022-10-16;2023-03-17;21.71;5.43
7815;16;32;2022-10-17;2023-01-23;14.0;3.5
7817;76;113;2023-01-10;2023-05-17;18.14;4.54
7819;8;8;2022-10-16;2022-12-26;10.14;2.54
7820;12;12;2022-10-17;2023-02-27;19.0;4.75
7821;25;24;2022-10-20;2023-03-09;20.0;5.0
7823;16;18;2022-10-21;2023-04-28;27.0;6.75
7824;13;26;2022-10-19;2023-05-11;29.14;7.28
7825;10;10;2022-10-17;2022-11-10;3.43;0.86
7826;13;17;2022-10-17;2023-04-03;24.0;6.0
7827;1;4;2022-10-17;2022-10-17;0.0;0.0
7828;46;44;2022-10-23;2023-05-09;28.29;7.07
7831;24;12;2022-11-03;2023-02-13;14.57;3.64
7832;80;55;2022-10-25;2023-04-13;24.29;6.07
7833;15;16;2022-10-23;2023-04-04;23.29;5.82
7834;5;16;2022-10-24;2023-04-30;26.86;6.72
7835;63;72;2022-10-23;2023-05-15;29.14;7.28
7836;20;38;2022-10-24;2023-03-24;21.57;5.39
7837;97;107;2022-10-26;2023-05-16;28.86;7.22
7838;8;17;2022-10-27;2023-03-21;20.71;5.18
7839;85;68;2022-10-30;2023-05-17;28.43;7.11
7840;1;10;2022-10-23;2023-01-18;12.43;3.11
7841;23;33;2022-10-24;2023-05-15;29.0;7.25
7842;37;69;2022-10-23;2023-04-25;26.29;6.57
7843;32;41;2022-10-24;2023-05-16;29.14;7.28
7844;95;190;2022-10-23;2023-05-17;29.43;7.36
7845;97;83;2022-10-23;2023-05-02;27.29;6.82
7846;7;6;2022-10-24;2022-11-17;3.43;0.86
7847;3;4;2022-10-24;2022-10-31;1.0;0.25
7848;93;91;2022-10-24;2023-05-15;29.0;7.25
7849;36;41;2022-10-27;2023-04-20;25.0;6.25
7850;7;14;2022-10-23;2023-05-02;27.29;6.82
7851;99;60;2022-10-30;2023-04-24;25.14;6.28
7852;87;62;2022-10-24;2023-05-17;29.29;7.32
7853;58;71;2022-10-25;2023-04-03;22.86;5.72
7854;64;92;2022-10-24;2023-05-15;29.0;7.25
7855;9;12;2022-10-23;2022-12-13;7.29;1.82
7856;3;5;2022-10-23;2022-11-26;4.86;1.22
7857;21;25;2022-11-07;2023-04-10;22.0;5.5
7858;3;3;2022-11-15;2022-11-18;0.43;0.11
7859;15;27;2022-10-31;2023-01-18;11.29;2.82
7860;18;16;2022-11-07;2023-02-13;14.0;3.5
7861;23;17;2022-10-30;2023-03-28;21.29;5.32
7862;96;116;2022-10-31;2023-05-07;26.86;6.72
7863;9;12;2022-10-30;2022-11-22;3.29;0.82
7864;37;37;2022-11-09;2023-05-04;25.14;6.28
7865;29;43;2022-10-31;2023-05-15;28.0;7.0
7866;3;8;2022-11-08;2022-11-26;2.57;0.64
7869;31;38;2022-10-30;2023-04-06;22.57;5.64
7870;2;5;2022-11-08;2023-01-28;11.57;2.89
7872;75;53;2022-10-30;2023-05-10;27.43;6.86
7873;43;33;2022-10-30;2023-04-25;25.29;6.32
7874;34;36;2022-10-30;2022-12-26;8.14;2.04
7876;49;46;2022-10-30;2023-04-17;24.14;6.04
7877;80;59;2022-10-30;2023-05-17;28.43;7.11
7878;65;85;2022-10-31;2023-05-17;28.29;7.07
7880;10;6;2022-11-01;2022-11-29;4.0;1.0
7881;6;9;2022-10-30;2022-12-15;6.57;1.64
7882;65;51;2022-10-31;2023-05-12;27.57;6.89
7883;8;13;2022-10-30;2022-11-14;2.14;0.54
7884;1;10;2022-10-30;2023-02-08;14.43;3.61
7885;2;10;2022-10-31;2022-12-20;7.14;1.78
7886;5;10;2022-10-31;2022-11-24;3.43;0.86
7887;8;9;2022-10-31;2022-11-28;4.0;1.0
7889;60;64;2023-01-15;2023-05-14;17.0;4.25
7890;41;46;2022-11-07;2023-03-24;19.57;4.89
7891;64;62;2022-11-06;2023-05-05;25.71;6.43
7892;3;12;2022-12-06;2023-01-11;5.14;1.28
7894;24;15;2022-11-07;2023-02-22;15.29;3.82
7895;10;37;2022-11-06;2023-05-15;27.14;6.78
7896;2;11;2022-11-07;2022-12-28;7.29;1.82
7897;36;38;2022-11-09;2023-04-02;20.57;5.14
7898;24;55;2022-11-06;2023-05-11;26.57;6.64
7899;64;62;2022-11-07;2023-05-13;26.71;6.68
7900;17;8;2022-11-07;2022-12-17;5.71;1.43
7902;32;31;2022-11-13;2023-05-17;26.43;6.61
7903;81;51;2022-11-06;2023-05-17;27.43;6.86
7904;76;83;2022-11-07;2023-05-15;27.0;6.75
7905;82;92;2022-11-06;2023-05-09;26.29;6.57
7906;98;27;2022-11-06;2023-05-16;27.29;6.82
7908;3;14;2022-11-20;2023-02-16;12.57;3.14
7909;4;7;2022-11-07;2022-12-26;7.0;1.75
7911;17;9;2022-11-09;2023-04-19;23.0;5.75
7912;5;19;2022-11-06;2022-12-11;5.0;1.25
7913;56;115;2022-11-08;2023-05-16;27.0;6.75
7914;18;18;2022-11-13;2023-01-16;9.14;2.28
7915;73;73;2022-11-17;2023-05-15;25.57;6.39
7916;2;4;2022-11-14;2022-11-16;0.29;0.07
7917;27;19;2023-02-19;2023-05-01;10.14;2.54
7918;51;271;2022-11-14;2023-05-16;26.14;6.54
7919;46;60;2022-11-13;2023-05-11;25.57;6.39
7920;35;32;2022-11-14;2023-05-16;26.14;6.54
7921;78;40;2022-11-13;2023-04-09;21.0;5.25
7922;88;49;2022-11-15;2023-04-26;23.14;5.78
7923;98;108;2022-11-13;2023-05-11;25.57;6.39
7924;24;21;2022-11-14;2023-03-03;15.57;3.89
7925;12;21;2022-11-24;2023-05-04;23.0;5.75
7926;13;4;2022-11-17;2022-11-30;1.86;0.46
7927;1;2;2022-11-21;2022-11-21;0.0;0.0
7928;14;25;2022-11-19;2023-04-21;21.86;5.46
7929;5;6;2022-11-20;2023-03-04;14.86;3.72
7930;45;52;2022-11-27;2023-05-12;23.71;5.93
7931;10;13;2022-11-14;2023-01-10;8.14;2.04
7933;16;15;2022-11-15;2023-03-15;17.14;4.28
7935;4;6;2022-11-29;2023-04-23;20.71;5.18
7936;8;15;2022-11-18;2022-12-21;4.71;1.18
7937;9;11;2022-11-14;2023-01-17;9.14;2.28
7938;9;4;2022-11-20;2023-01-30;10.14;2.54
7939;46;39;2022-11-21;2023-04-30;22.86;5.72
7940;10;27;2023-01-15;2023-04-24;14.14;3.54
7942;12;24;2022-11-23;2023-05-15;24.71;6.18
7944;62;52;2022-11-20;2023-05-14;25.0;6.25
7945;1;1;2023-01-09;2023-01-09;0.0;0.0
7946;55;39;2022-11-20;2023-05-15;25.14;6.28
7947;12;16;2022-11-22;2023-03-19;16.71;4.18
7948;31;50;2022-11-27;2023-05-17;24.43;6.11
7949;10;12;2022-11-21;2022-12-12;3.0;0.75
7950;64;52;2022-11-21;2023-05-17;25.29;6.32
7952;100;62;2022-11-20;2023-05-16;25.29;6.32
7953;31;41;2022-11-21;2023-04-19;21.29;5.32
7955;12;11;2022-11-21;2023-01-18;8.29;2.07
7956;23;30;2022-11-24;2023-04-21;21.14;5.28
7957;0;2;2022-11-21;2022-11-23;0.29;0.07
7958;18;19;2022-11-21;2023-01-06;6.57;1.64
7959;23;204;2022-11-22;2023-05-17;25.14;6.28
7960;9;18;2022-11-30;2023-04-18;19.86;4.96
7961;38;62;2023-01-03;2023-04-05;13.14;3.28
7962;14;15;2022-11-21;2022-12-19;4.0;1.0
7963;60;42;2022-11-21;2023-05-11;24.43;6.11
7964;10;8;2022-11-24;2023-04-06;19.0;4.75
7965;11;14;2022-11-21;2023-01-04;6.29;1.57
7967;1;2;2022-11-21;2022-11-21;0.0;0.0
7968;2;1;2022-11-20;2022-11-20;0.0;0.0
7969;3;2;2022-11-20;2022-11-25;0.71;0.18
7970;10;6;2022-11-21;2022-12-08;2.43;0.61
7972;22;24;2022-12-02;2023-03-12;14.29;3.57
7973;51;92;2022-11-28;2023-05-17;24.29;6.07
7974;27;77;2023-02-21;2023-05-12;11.43;2.86
7975;45;48;2022-11-27;2023-04-24;21.14;5.28
7976;33;56;2023-03-26;2023-05-16;7.29;1.82
7977;14;51;2023-01-07;2023-05-14;18.14;4.54
7978;93;133;2022-11-27;2023-05-17;24.43;6.11
7979;14;14;2022-11-28;2022-12-19;3.0;0.75
7980;9;25;2022-11-27;2023-02-03;9.71;2.43
7982;5;8;2022-11-29;2022-12-23;3.43;0.86
7983;45;117;2022-12-01;2023-04-27;21.0;5.25
7984;29;17;2022-11-28;2023-05-12;23.57;5.89
7986;5;5;2022-12-22;2023-05-11;20.0;5.0
7987;22;82;2022-12-10;2023-05-12;21.86;5.46
7988;6;3;2022-12-03;2022-12-11;1.14;0.28
7989;30;49;2023-03-20;2023-05-17;8.29;2.07
7990;34;38;2022-11-27;2023-05-15;24.14;6.04
7991;62;53;2022-12-11;2023-05-08;21.14;5.28
7993;20;45;2023-04-18;2023-05-17;4.14;1.03
7994;30;44;2023-03-06;2023-05-11;9.43;2.36
7995;81;28;2022-11-30;2023-05-17;24.0;6.0
7996;23;31;2023-02-23;2023-04-24;8.57;2.14
7997;57;294;2023-02-13;2023-05-17;13.29;3.32
7998;33;53;2023-02-12;2023-05-16;13.29;3.32
7999;16;21;2022-11-27;2023-04-05;18.43;4.61
8000;25;30;2022-11-28;2023-05-15;24.0;6.0
8001;9;7;2022-12-02;2023-01-02;4.43;1.11
8002;59;57;2022-12-02;2023-05-17;23.71;5.93
8003;9;19;2023-01-17;2023-03-29;10.14;2.54
8004;4;13;2023-01-12;2023-02-12;4.43;1.11
8005;47;47;2022-12-06;2023-05-17;23.14;5.78
8006;64;43;2022-12-04;2023-05-15;23.14;5.78
8007;7;9;2022-12-06;2022-12-25;2.71;0.68
8008;68;62;2022-12-05;2023-05-17;23.29;5.82
8010;24;25;2022-12-04;2023-02-07;9.29;2.32
8011;5;9;2022-12-11;2023-05-11;21.57;5.39
8012;37;57;2022-12-04;2023-05-11;22.57;5.64
8013;66;45;2022-12-05;2023-05-17;23.29;5.82
8014;24;21;2022-12-04;2023-05-05;21.71;5.43
8015;62;43;2022-12-06;2023-05-11;22.29;5.57
8016;25;29;2022-12-05;2023-04-11;18.14;4.54
8017;58;54;2022-12-05;2023-03-27;16.0;4.0
8018;7;4;2022-12-04;2023-01-19;6.57;1.64
8019;48;31;2022-12-05;2023-04-17;19.0;4.75
8020;57;31;2022-12-05;2023-05-17;23.29;5.82
8021;3;4;2022-12-19;2023-02-07;7.14;1.78
8022;16;12;2022-12-05;2022-12-28;3.29;0.82
8024;9;17;2022-12-12;2023-03-25;14.71;3.68
8025;15;19;2022-12-15;2023-05-11;21.0;5.25
8026;34;29;2022-12-12;2023-05-16;22.14;5.54
8028;1;11;2022-12-19;2023-02-03;6.57;1.64
8029;8;10;2022-12-11;2023-04-25;19.29;4.82
8031;15;16;2022-12-21;2023-05-01;18.71;4.68
8032;38;39;2022-12-11;2023-05-14;22.0;5.5
8033;13;23;2022-12-20;2023-03-27;13.86;3.46
8034;4;8;2022-12-11;2023-03-15;13.43;3.36
8035;31;51;2022-12-19;2023-05-01;19.0;4.75
8036;3;2;2023-04-27;2023-05-08;1.57;0.39
8037;45;41;2022-12-11;2023-04-29;19.86;4.96
8038;8;13;2022-12-14;2023-03-17;13.29;3.32
8040;26;57;2022-12-16;2023-05-16;21.57;5.39
8041;73;78;2022-12-14;2023-05-16;21.86;5.46
8042;59;39;2022-12-18;2023-05-17;21.43;5.36
8043;2;5;2022-12-18;2023-01-30;6.14;1.54
8044;13;9;2022-12-22;2023-04-12;15.86;3.96
8045;4;6;2022-12-19;2023-01-13;3.57;0.89
8046;2;5;2022-12-18;2022-12-19;0.14;0.04
8047;77;45;2022-12-18;2023-05-13;20.86;5.22
8049;68;45;2022-12-22;2023-05-17;20.86;5.22
