;Product Progress;Logins;Start Date;Last Activity At;Days Lapsed;Months Lapsed
4355;31;22;2020-05-11;2020-10-18;22.86;5.72
4356;47;26;2020-05-18;2020-08-14;12.57;3.14
4357;6;8;2020-05-12;2020-05-28;2.29;0.57
4358;61;136;2020-05-11;2023-05-14;156.86;39.22
4359;9;11;2020-05-11;2020-11-17;27.14;6.78
4360;58;93;2020-05-17;2021-06-07;55.14;13.78
4361;4;6;2020-05-20;2020-06-05;2.29;0.57
4362;85;61;2020-07-06;2022-08-17;110.29;27.57
4364;9;21;2020-05-19;2021-08-09;63.86;15.96
4366;16;20;2020-06-03;2021-08-17;62.86;15.72
4367;12;22;2020-11-24;2022-04-08;71.43;17.86
4368;18;11;2020-05-18;2020-07-08;7.29;1.82
4369;52;41;2020-05-21;2021-01-05;32.71;8.18
4371;15;52;2020-05-28;2023-02-04;140.29;35.07
4372;96;63;2020-05-18;2022-05-23;105.0;26.25
4373;13;14;2020-05-21;2021-09-29;70.86;17.72
4374;14;16;2020-05-17;2020-10-22;22.57;5.64
4376;85;294;2020-05-17;2023-05-17;156.43;39.11
4377;62;30;2020-05-17;2022-01-14;86.71;21.68
4378;8;10;2020-05-17;2021-11-04;76.57;19.14
4379;84;209;2020-06-28;2023-03-30;143.57;35.89
4380;82;154;2020-05-19;2023-04-21;152.43;38.11
4381;4;12;2020-05-19;2020-06-12;3.43;0.86
4382;4;16;2020-05-22;2020-06-23;4.57;1.14
4384;80;110;2020-05-20;2021-11-19;78.29;19.57
4386;4;7;2020-05-18;2020-05-29;1.57;0.39
4387;52;92;2020-05-17;2020-12-11;29.71;7.43
4388;8;38;2020-05-19;2022-03-13;94.71;23.68
4389;3;5;2020-06-01;2020-08-25;12.14;3.04
4390;18;44;2020-05-19;2022-08-01;114.86;28.72
4391;93;119;2020-05-17;2021-05-25;53.29;13.32
4392;85;300;2020-07-14;2023-05-17;148.14;37.03
4393;60;87;2020-05-17;2023-04-10;151.14;37.78
4394;39;113;2020-05-20;2023-02-08;142.0;35.5
4395;98;48;2020-05-18;2022-09-10;120.71;30.18
4396;96;101;2020-05-17;2023-05-16;156.29;39.07
4397;54;115;2020-05-23;2021-05-26;52.57;13.14
4398;3;3;2020-05-18;2020-05-24;0.86;0.22
4399;8;18;2020-05-24;2021-05-18;51.29;12.82
4400;95;102;2020-05-21;2021-12-17;82.14;20.54
4401;3;17;2020-05-24;2023-03-12;146.0;36.5
4402;25;38;2020-05-31;2021-11-14;76.0;19.0
4403;14;35;2020-06-03;2021-02-01;34.71;8.68
4404;13;33;2020-05-19;2021-05-19;52.14;13.04
4405;77;66;2020-05-18;2020-11-10;25.14;6.28
4406;49;59;2020-05-21;2022-04-05;97.71;24.43
4408;72;63;2020-05-18;2021-01-04;33.0;8.25
4409;1;4;2020-05-22;2020-07-02;5.86;1.46
4410;9;10;2020-05-19;2023-02-09;142.29;35.57
4411;32;75;2020-05-28;2023-04-13;150.0;37.5
4413;82;186;2020-05-25;2021-05-30;52.86;13.22
4414;49;43;2020-05-25;2021-01-13;33.29;8.32
4415;59;87;2020-06-04;2023-03-14;144.71;36.18
4416;1;19;2020-06-02;2021-01-11;31.86;7.96
4417;46;40;2020-05-24;2022-03-16;94.43;23.61
4418;95;64;2020-05-24;2021-02-11;37.57;9.39
4419;72;31;2020-05-24;2021-06-24;56.57;14.14
4420;1;2;2020-05-27;2020-06-09;1.86;0.46
4421;27;100;2020-06-25;2022-07-04;105.57;26.39
4422;2;3;2020-05-24;2020-06-02;1.29;0.32
4424;42;55;2020-05-26;2021-04-12;45.86;11.46
4425;46;33;2020-07-29;2022-06-23;99.14;24.78
4426;90;82;2020-05-25;2022-06-10;106.57;26.64
4428;78;177;2020-05-26;2023-04-03;148.86;37.22
4429;1;9;2020-05-27;2020-06-15;2.71;0.68
4430;87;116;2020-05-24;2023-03-19;147.0;36.75
4431;26;40;2020-05-26;2023-03-17;146.43;36.61
4432;97;88;2021-01-11;2022-10-27;93.43;23.36
4434;15;25;2020-06-25;2021-03-04;36.0;9.0
4435;57;48;2020-05-24;2022-05-21;103.86;25.96
4436;31;15;2022-06-11;2022-08-11;8.71;2.18
4437;26;20;2020-05-25;2020-07-20;8.0;2.0
4438;96;163;2020-05-25;2022-12-21;134.29;33.57
4439;13;16;2020-05-24;2020-07-24;8.71;2.18
4440;20;29;2020-05-24;2021-04-10;45.86;11.46
4441;23;9;2020-06-12;2020-09-05;12.14;3.04
4442;95;121;2020-05-24;2022-10-28;126.71;31.68
4443;32;72;2020-05-24;2021-09-19;69.0;17.25
4444;31;29;2020-06-02;2020-07-23;7.29;1.82
4445;98;106;2020-05-25;2021-03-09;41.14;10.28
4446;27;28;2020-05-24;2021-08-21;64.86;16.22
4447;93;112;2020-05-24;2022-09-11;120.0;30.0
4448;88;150;2020-05-26;2022-07-10;110.71;27.68
4449;95;94;2020-05-25;2021-03-29;44.0;11.0
4450;23;51;2020-07-26;2022-05-23;95.14;23.78
4451;79;137;2020-05-25;2021-01-23;34.71;8.68
4452;50;139;2020-05-25;2022-10-07;123.57;30.89
4453;40;59;2020-05-25;2021-05-05;49.29;12.32
4454;80;197;2020-05-27;2023-05-14;154.57;38.64
4455;17;34;2020-05-24;2021-01-23;34.86;8.72
4456;96;77;2020-05-25;2020-12-07;28.0;7.0
4457;14;45;2020-05-25;2022-09-04;118.86;29.72
4458;82;160;2020-05-25;2021-12-14;81.14;20.28
4459;28;36;2020-05-24;2021-12-31;83.71;20.93
4460;90;250;2020-05-31;2023-05-09;153.29;38.32
4461;93;234;2020-05-25;2023-03-11;145.71;36.43
4464;85;72;2020-06-01;2022-03-10;92.43;23.11
4465;9;9;2020-06-01;2020-06-21;2.86;0.72
4466;12;80;2020-05-31;2021-06-29;56.29;14.07
4467;23;34;2020-06-01;2021-08-16;63.0;15.75
4468;2;15;2020-06-01;2021-12-27;82.0;20.5
4469;45;61;2020-05-31;2021-04-16;45.71;11.43
4470;97;76;2020-06-02;2022-12-26;133.86;33.47
4471;1;6;2020-05-31;2022-07-21;111.57;27.89
4472;12;14;2020-06-01;2021-01-18;33.0;8.25
4474;85;63;2020-05-31;2021-04-01;43.57;10.89
4475;13;17;2021-05-29;2022-07-14;58.71;14.68
4476;66;81;2020-06-07;2023-02-02;138.57;34.64
4478;52;82;2020-05-31;2023-03-22;146.43;36.61
4479;84;72;2020-05-31;2023-04-21;150.71;37.68
4480;9;63;2020-06-01;2022-11-14;128.0;32.0
4481;96;113;2020-05-31;2023-05-15;154.14;38.53
4482;46;78;2020-06-06;2023-03-07;143.43;35.86
4483;13;29;2020-06-02;2021-01-18;32.86;8.22
4484;4;23;2020-06-01;2022-05-30;104.0;26.0
4485;77;160;2020-06-08;2023-05-02;151.14;37.78
4487;6;12;2020-05-31;2020-06-15;2.14;0.54
4488;15;34;2020-05-31;2021-12-21;81.29;20.32
4489;47;53;2020-06-01;2021-08-18;63.29;15.82
4490;81;167;2020-06-02;2021-08-27;64.43;16.11
4491;94;182;2020-07-27;2023-05-01;144.0;36.0
4492;24;20;2020-06-04;2021-04-13;44.71;11.18
4493;8;13;2020-05-31;2021-10-17;72.0;18.0
4494;53;78;2020-05-31;2020-12-25;29.71;7.43
4495;3;6;2020-05-31;2020-06-12;1.71;0.43
4496;94;101;2020-05-31;2021-03-16;41.29;10.32
4497;3;2;2020-06-14;2020-06-18;0.57;0.14
4498;95;163;2020-06-03;2023-01-03;134.86;33.72
4499;2;5;2020-06-08;2020-10-24;19.71;4.93
4500;45;73;2020-06-01;2022-04-08;96.57;24.14
4501;30;51;2020-06-02;2022-08-02;113.0;28.25
4502;84;117;2020-06-01;2023-03-07;144.14;36.03
4503;90;90;2020-06-01;2022-03-21;94.0;23.5
4504;100;213;2020-06-03;2022-11-22;128.86;32.22
4505;27;35;2020-06-05;2021-03-02;38.57;9.64
4506;54;88;2020-06-01;2021-03-09;40.14;10.04
4507;12;16;2020-06-07;2020-07-05;4.0;1.0
4509;3;13;2020-06-17;2021-03-23;39.86;9.96
4510;35;77;2020-06-07;2023-03-20;145.14;36.28
4512;53;61;2020-06-07;2021-02-27;37.86;9.46
4513;26;39;2020-06-07;2021-03-10;39.43;9.86
4514;73;88;2020-06-08;2023-01-16;136.0;34.0
4515;73;104;2020-06-08;2022-11-21;128.0;32.0
4516;29;35;2020-06-07;2021-03-26;41.71;10.43
4518;12;17;2020-06-07;2020-11-11;22.43;5.61
4519;97;238;2020-06-07;2022-12-11;131.0;32.75
4520;92;47;2020-06-08;2021-01-26;33.14;8.28
4521;81;111;2020-06-09;2022-09-14;118.14;29.54
4522;6;13;2020-06-13;2020-08-31;11.29;2.82
4523;62;45;2020-06-07;2020-10-19;19.14;4.78
4524;49;41;2020-06-15;2021-01-24;31.86;7.96
4525;43;45;2020-06-07;2021-01-29;33.71;8.43
4526;18;37;2020-06-07;2022-12-27;133.29;33.32
4527;12;21;2020-06-07;2021-01-31;34.0;8.5
4528;98;114;2020-06-07;2023-02-24;141.71;35.43
4529;83;135;2020-06-07;2023-04-26;150.43;37.61
4530;11;34;2021-02-01;2021-11-29;43.0;10.75
4531;95;133;2020-06-09;2021-07-09;56.43;14.11
4533;53;394;2020-06-09;2023-03-18;144.57;36.14
4534;14;11;2020-06-10;2020-07-29;7.0;1.75
4535;92;161;2020-06-08;2023-01-17;136.14;34.03
4536;63;49;2020-06-09;2020-12-08;26.0;6.5
4537;1;9;2020-09-14;2021-10-12;56.14;14.04
4538;3;5;2020-06-08;2020-11-11;22.29;5.57
4540;97;218;2020-06-09;2023-03-27;145.86;36.47
4541;5;558;2020-06-16;2023-05-16;152.0;38.0
4542;7;13;2020-06-14;2020-06-27;1.86;0.46
4543;43;56;2020-06-14;2022-07-01;106.71;26.68
4544;16;29;2020-06-20;2023-04-26;148.57;37.14
4545;31;52;2020-06-14;2022-04-01;93.71;23.43
4546;35;37;2020-06-17;2021-06-09;51.0;12.75
4548;38;73;2020-06-15;2022-11-09;125.29;31.32
4549;45;62;2020-06-14;2022-09-28;119.43;29.86
4550;8;10;2020-06-15;2020-12-25;27.57;6.89
4552;92;113;2020-06-20;2022-07-07;106.71;26.68
4554;79;70;2020-06-14;2022-12-28;132.43;33.11
4555;87;116;2020-06-14;2021-02-01;33.14;8.28
4556;24;93;2020-06-30;2023-05-16;150.0;37.5
4558;54;66;2020-07-19;2021-07-16;51.71;12.93
4559;79;105;2020-06-15;2021-02-14;34.86;8.72
4560;44;72;2020-06-17;2023-04-01;145.43;36.36
4561;21;35;2020-06-21;2021-02-16;34.29;8.57
4562;79;79;2020-06-14;2023-04-26;149.43;37.36
4563;98;293;2020-06-16;2023-05-10;151.14;37.78
4564;1;3;2020-06-26;2020-06-22;-0.57;-0.14
4565;77;45;2020-06-14;2021-02-14;35.0;8.75
4566;96;92;2020-06-15;2021-03-07;37.86;9.46
4567;21;44;2020-06-14;2023-01-04;133.43;33.36
4568;7;7;2020-06-15;2020-07-13;4.0;1.0
4569;32;25;2020-06-17;2021-03-30;40.86;10.22
4570;57;74;2020-06-16;2021-04-10;42.57;10.64
4571;22;22;2020-06-14;2022-11-18;126.71;31.68
4572;77;116;2020-06-20;2023-02-27;140.29;35.07
4573;93;101;2020-06-15;2021-05-02;45.86;11.46
4574;29;70;2020-06-28;2023-05-14;150.0;37.5
4575;98;96;2020-06-15;2023-04-23;148.86;37.22
4576;23;19;2020-09-05;2022-08-19;101.86;25.46
4577;30;59;2020-06-15;2021-06-04;50.57;12.64
4578;63;52;2020-06-15;2021-02-19;35.57;8.89
4579;75;94;2020-06-16;2022-09-19;117.86;29.46
4580;13;25;2020-06-18;2023-04-16;147.43;36.86
4581;25;51;2020-06-22;2021-03-14;37.86;9.46
4582;13;26;2020-06-21;2022-10-20;121.57;30.39
4583;5;20;2020-06-25;2020-12-06;23.43;5.86
4584;3;43;2021-04-11;2021-09-07;21.29;5.32
4585;98;176;2020-06-21;2022-11-21;126.14;31.54
4586;13;23;2020-07-15;2020-12-16;22.0;5.5
4587;98;170;2020-06-24;2023-05-06;149.43;37.36
4588;9;15;2020-06-25;2021-03-18;38.0;9.5
4589;31;38;2020-06-21;2021-02-10;33.43;8.36
4590;29;47;2020-06-22;2023-04-17;147.0;36.75
4591;47;60;2020-06-23;2021-05-08;45.57;11.39
4592;1;4;2020-07-09;2020-07-09;0.0;0.0
4594;70;54;2020-06-21;2022-06-03;101.71;25.43
4595;74;92;2020-06-22;2023-01-16;134.0;33.5
4598;87;204;2020-06-21;2023-01-24;135.29;33.82
4599;68;55;2020-06-21;2022-06-25;104.86;26.22
4600;98;301;2020-06-21;2023-04-05;145.43;36.36
4601;39;78;2020-06-21;2022-04-20;95.43;23.86
4602;14;29;2020-06-21;2023-03-07;141.29;35.32
4603;65;43;2020-06-22;2021-02-16;34.14;8.54
4604;17;31;2020-06-28;2022-06-19;103.0;25.75
4605;57;88;2020-06-29;2021-05-19;46.29;11.57
4607;97;181;2020-06-22;2022-09-26;118.0;29.5
4608;5;9;2020-06-22;2020-07-23;4.43;1.11
4609;68;67;2020-06-22;2022-01-24;83.0;20.75
4610;18;21;2020-06-21;2020-08-14;7.71;1.93
4611;24;29;2020-06-21;2022-06-29;105.43;26.36
4612;15;16;2020-06-23;2020-11-12;20.29;5.07
4613;4;5;2020-06-23;2020-07-06;1.86;0.46
4614;95;82;2020-06-23;2021-06-16;51.14;12.78
4615;3;13;2020-06-24;2022-01-28;83.29;20.82
4616;98;207;2020-06-28;2023-02-23;138.57;34.64
4617;55;71;2020-07-01;2023-03-30;143.14;35.78
4618;89;100;2020-06-28;2021-10-18;68.14;17.04
4621;95;141;2020-06-30;2022-06-23;103.29;25.82
4622;72;341;2020-07-01;2023-05-12;149.29;37.32
4623;93;99;2020-06-28;2023-04-27;147.57;36.89
4625;3;6;2020-07-02;2020-07-08;0.86;0.22
4626;36;32;2020-07-01;2022-11-04;122.29;30.57
4627;17;19;2020-06-28;2020-11-24;21.29;5.32
4628;44;80;2020-10-04;2023-04-26;133.43;33.36
4631;47;41;2020-06-30;2022-10-11;119.0;29.75
4632;35;53;2020-06-28;2020-10-03;13.86;3.46
4634;2;3;2020-06-28;2020-06-29;0.14;0.04
4636;93;80;2020-06-30;2022-07-02;104.57;26.14
4637;38;34;2020-06-28;2021-03-01;35.14;8.78
4638;70;82;2020-07-02;2023-01-18;132.86;33.22
4639;47;69;2020-06-28;2022-06-09;101.57;25.39
4640;13;30;2020-07-01;2021-05-25;46.86;11.72
4641;96;111;2020-06-28;2022-09-22;116.57;29.14
4642;59;56;2020-06-28;2022-11-21;125.14;31.28
4643;49;69;2022-10-02;2023-05-07;31.0;7.75
4644;9;21;2020-06-29;2022-05-23;99.0;24.75
4645;47;79;2020-07-01;2023-02-14;136.86;34.22
4646;97;86;2020-06-30;2022-08-20;111.57;27.89
4647;29;26;2020-06-28;2023-05-01;148.14;37.03
4648;91;103;2020-06-28;2023-05-13;149.86;37.47
4649;96;302;2020-07-12;2023-04-05;142.43;35.61
4650;50;114;2021-01-25;2022-01-22;51.71;12.93
4651;79;229;2020-06-28;2023-05-09;149.29;37.32
4652;5;18;2020-07-09;2021-02-10;30.86;7.72
4653;5;20;2020-07-01;2020-10-30;17.29;4.32
4654;9;5;2020-06-29;2020-07-13;2.0;0.5
4655;3;4;2020-07-12;2020-08-03;3.14;0.78
4656;52;50;2020-06-28;2022-06-01;100.43;25.11
4657;63;54;2020-06-29;2022-10-18;120.14;30.04
4659;85;257;2020-06-28;2023-03-23;142.57;35.64
4660;16;61;2020-07-01;2023-01-11;132.0;33.0
4661;9;13;2020-07-02;2021-01-26;29.71;7.43
4662;26;40;2020-07-02;2022-10-05;117.86;29.46
4663;10;8;2020-06-29;2020-08-18;7.14;1.78
4664;48;70;2020-07-01;2023-02-02;135.14;33.78
4665;12;64;2020-06-29;2021-03-07;35.86;8.96
4666;92;175;2020-06-28;2022-03-10;88.57;22.14
4667;44;77;2020-06-30;2020-12-20;24.71;6.18
4668;27;28;2020-07-06;2020-11-30;21.0;5.25
4669;87;136;2020-07-05;2021-11-09;70.29;17.57
4670;5;27;2020-07-11;2020-12-17;22.71;5.68
4671;97;69;2020-07-06;2021-10-11;66.0;16.5
4672;95;337;2020-07-05;2023-04-29;146.86;36.72
4673;4;9;2020-07-05;2020-08-06;4.57;1.14
4674;58;112;2020-07-06;2023-01-07;130.71;32.68
4675;1;1;2020-07-10;2020-07-11;0.14;0.04
4676;1;4;2020-08-12;2020-12-02;16.0;4.0
4677;66;64;2020-07-05;2020-11-16;19.14;4.78
4678;4;14;2020-07-06;2020-11-12;18.43;4.61
4680;3;2;2020-07-15;2020-07-16;0.14;0.04
4683;18;23;2020-07-05;2020-08-06;4.57;1.14
4684;99;87;2020-07-06;2021-10-30;68.71;17.18
4685;25;38;2020-09-02;2022-07-10;96.57;24.14
4686;85;80;2020-07-08;2022-03-24;89.14;22.28
4687;63;100;2020-07-05;2020-12-22;24.29;6.07
4688;5;7;2020-07-11;2020-07-22;1.57;0.39
4689;97;59;2020-07-05;2022-10-26;120.43;30.11
4690;16;22;2020-07-07;2021-01-29;29.43;7.36
4691;4;8;2020-07-05;2022-11-23;124.43;31.11
4692;8;14;2020-07-07;2020-11-19;19.29;4.82
4693;3;45;2020-08-16;2022-07-11;99.14;24.78
4694;90;160;2020-07-05;2023-05-02;147.29;36.82
4695;74;144;2020-07-06;2022-07-04;104.0;26.0
4696;94;153;2020-07-06;2023-04-27;146.43;36.61
4697;71;95;2020-07-05;2023-02-16;136.57;34.14
4699;85;211;2020-07-09;2023-05-15;148.57;37.14
4700;22;53;2020-07-06;2022-05-11;96.29;24.07
4701;27;37;2020-07-06;2022-10-04;117.14;29.28
4702;58;18;2020-07-06;2020-11-22;19.86;4.96
4704;12;23;2021-08-23;2022-02-21;26.0;6.5
4705;74;152;2020-07-08;2023-02-25;137.43;34.36
4706;77;60;2020-07-06;2022-06-09;100.43;25.11
4708;1;4;2020-07-06;2020-07-23;2.43;0.61
4709;82;85;2020-07-05;2022-11-13;123.0;30.75
4710;8;10;2020-07-06;2021-09-16;62.43;15.61
4711;58;41;2020-07-12;2022-01-31;81.14;20.28
4712;95;64;2020-07-25;2021-08-23;56.29;14.07
4713;95;184;2020-07-12;2023-05-04;146.57;36.64
4714;96;60;2020-07-12;2021-10-21;66.57;16.64
4715;98;166;2020-07-12;2022-05-27;97.71;24.43
4716;3;37;2022-08-04;2022-10-26;11.86;2.96
4717;18;23;2020-09-22;2022-12-02;114.43;28.61
4719;7;7;2020-07-12;2021-10-12;65.29;16.32
4720;11;28;2020-07-14;2021-11-12;69.43;17.36
4721;81;135;2020-07-12;2022-09-17;113.86;28.46
4722;98;76;2020-07-12;2022-08-08;108.14;27.04
4724;5;12;2020-07-14;2022-06-02;98.29;24.57
4726;30;50;2020-07-13;2021-12-08;73.29;18.32
4727;42;78;2020-07-13;2021-06-20;48.86;12.22
4728;16;35;2020-07-12;2021-07-15;52.57;13.14
4729;31;56;2020-07-13;2021-05-17;44.0;11.0
4730;10;11;2020-07-16;2020-07-30;2.0;0.5
4731;2;5;2020-09-11;2021-08-03;46.57;11.64
4732;81;147;2021-02-28;2023-04-18;111.29;27.82
4733;4;28;2020-07-16;2022-06-23;101.0;25.25
4734;15;34;2020-07-14;2022-02-09;82.14;20.54
4735;66;122;2020-07-13;2022-11-24;123.43;30.86
4736;15;29;2020-07-18;2022-10-21;117.86;29.46
4738;49;91;2020-07-15;2022-12-21;127.0;31.75
4739;42;81;2020-07-12;2023-02-04;133.86;33.47
4740;2;5;2020-07-14;2020-10-05;11.86;2.96
4741;4;5;2020-07-14;2020-07-24;1.43;0.36
4743;4;3;2020-07-13;2020-07-20;1.0;0.25
4744;51;75;2020-11-24;2022-10-30;100.71;25.18
4746;12;18;2020-07-13;2020-08-13;4.43;1.11
4747;8;14;2020-07-12;2021-02-17;31.43;7.86
4748;81;218;2020-07-13;2023-05-15;148.0;37.0
4750;92;73;2020-07-12;2022-04-11;91.14;22.78
4751;12;16;2020-07-17;2021-04-29;40.86;10.22
4752;3;3;2020-07-12;2020-07-15;0.43;0.11
4754;12;23;2020-07-21;2020-08-10;2.86;0.72
4755;47;64;2020-07-20;2021-11-27;70.71;17.68
4756;82;119;2020-07-19;2022-12-07;124.43;31.11
4757;81;112;2020-07-21;2023-02-05;132.71;33.18
4758;98;115;2020-07-19;2023-01-01;128.0;32.0
4759;80;179;2020-08-23;2021-10-29;61.71;15.43
4760;5;19;2020-07-20;2021-01-31;27.86;6.96
4761;5;11;2022-12-05;2023-02-22;11.29;2.82
4762;31;79;2020-07-20;2021-12-15;73.29;18.32
4763;5;24;2020-07-21;2020-07-27;0.86;0.22
4764;27;42;2020-09-14;2023-03-28;132.14;33.03
4765;98;74;2020-07-19;2023-01-06;128.71;32.18
4767;15;6;2020-07-31;2020-08-13;1.86;0.46
4768;4;17;2020-07-21;2020-09-03;6.29;1.57
4769;25;145;2020-08-16;2023-03-29;136.43;34.11
4770;83;71;2020-07-22;2021-09-29;62.0;15.5
4771;18;16;2020-07-22;2020-08-26;5.0;1.25
4772;9;17;2020-07-19;2020-12-29;23.29;5.82
4773;15;9;2020-08-11;2020-11-04;12.14;3.04
4774;92;89;2020-07-22;2023-05-07;145.57;36.39
4776;1;33;2020-07-20;2023-04-17;143.0;35.75
4777;44;32;2020-09-23;2022-03-16;77.0;19.25
4778;5;17;2020-07-26;2020-09-28;9.14;2.28
4779;36;55;2020-07-20;2023-02-07;133.14;33.28
4780;7;16;2020-08-27;2022-10-05;109.86;27.46
4781;49;219;2020-07-19;2023-05-03;145.43;36.36
4782;12;19;2020-07-20;2021-09-29;62.29;15.57
4783;44;80;2020-07-20;2023-05-04;145.43;36.36
4784;5;19;2020-07-23;2021-01-06;23.86;5.96
4785;45;48;2020-07-20;2021-06-30;49.29;12.32
4786;44;27;2020-08-17;2021-03-22;31.0;7.75
4787;8;6;2020-07-20;2020-08-13;3.43;0.86
4788;5;4;2020-07-22;2020-07-31;1.29;0.32
4789;78;174;2020-07-20;2023-05-08;146.0;36.5
4791;24;19;2020-07-26;2020-11-14;15.86;3.96
4792;3;12;2020-08-15;2022-01-10;73.29;18.32
4793;87;43;2020-07-19;2021-07-25;53.0;13.25
4794;5;5;2020-08-23;2020-08-26;0.43;0.11
4795;30;70;2020-08-29;2023-04-24;138.29;34.57
4796;5;7;2020-07-26;2020-09-04;5.71;1.43
4797;1;6;2020-07-30;2020-08-06;1.0;0.25
4798;14;17;2020-08-02;2022-09-14;110.43;27.61
4799;74;88;2020-07-26;2022-11-02;118.43;29.61
4800;47;58;2020-07-26;2021-07-15;50.57;12.64
4801;57;84;2020-07-26;2023-02-28;135.29;33.82
4802;38;53;2020-07-26;2021-08-16;55.14;13.78
4803;3;8;2020-07-26;2020-10-07;10.43;2.61
4804;4;22;2020-08-04;2020-09-23;7.14;1.78
4805;4;11;2020-07-27;2020-08-09;1.86;0.46
4806;34;40;2020-07-27;2021-05-07;40.57;10.14
4807;3;3;2021-05-11;2021-05-17;0.86;0.22
4808;26;17;2020-07-30;2021-03-24;33.86;8.46
4809;97;138;2020-07-27;2022-02-21;82.0;20.5
4811;1;13;2020-09-28;2021-01-07;14.43;3.61
4812;3;17;2020-09-19;2021-10-20;56.57;14.14
4813;16;42;2020-07-26;2023-03-30;139.57;34.89
4814;2;89;2020-11-25;2023-03-21;120.86;30.22
4815;96;124;2020-07-27;2022-03-23;86.29;21.57
4816;13;36;2020-07-27;2023-03-17;137.57;34.39
4817;95;105;2020-07-26;2021-06-16;46.43;11.61
4818;15;13;2020-07-27;2023-03-12;136.86;34.22
4819;93;81;2020-07-27;2021-09-19;59.86;14.96
4821;1;2;2020-07-27;2020-07-29;0.29;0.07
4822;87;72;2020-07-27;2022-11-25;121.57;30.39
4823;21;30;2020-08-21;2020-11-19;12.86;3.22
4824;92;315;2020-07-27;2022-10-05;114.29;28.57
4825;3;9;2020-08-09;2020-08-21;1.71;0.43
4826;13;22;2020-08-03;2020-10-15;10.43;2.61
4827;78;119;2020-08-02;2023-04-17;141.14;35.28
4828;92;137;2020-08-04;2022-10-18;115.0;28.75
4829;95;100;2020-08-02;2023-01-08;127.0;31.75
4830;80;72;2020-08-02;2021-06-23;46.43;11.61
4831;75;286;2020-08-06;2023-05-16;144.71;36.18
4832;1;2;2020-08-06;2020-08-06;0.0;0.0
4833;34;56;2020-08-02;2021-04-03;34.86;8.72
4834;45;63;2020-08-02;2021-03-22;33.14;8.28
4835;63;48;2020-08-03;2023-02-03;130.57;32.64
4837;38;100;2020-09-14;2021-11-15;61.0;15.25
4838;12;13;2020-08-05;2020-09-09;5.0;1.25
4839;9;15;2020-08-02;2021-04-01;34.57;8.64
4840;90;102;2020-08-03;2021-12-22;72.29;18.07
4843;4;9;2020-11-29;2021-03-15;15.14;3.78
4844;97;53;2020-08-02;2021-10-08;61.71;15.43
4845;84;53;2020-08-05;2021-07-31;51.43;12.86
4846;9;45;2020-08-03;2022-11-27;120.86;30.22
4847;16;34;2020-08-04;2021-12-28;73.0;18.25
4848;69;127;2020-08-02;2021-12-05;70.0;17.5
4849;30;73;2020-08-13;2023-01-08;125.43;31.36
4850;3;18;2021-03-06;2021-12-12;40.14;10.04
4851;66;269;2020-08-24;2023-05-16;142.14;35.53
4852;27;91;2020-08-05;2023-03-14;135.86;33.97
4853;93;126;2020-08-02;2022-08-30;108.29;27.07
4854;41;71;2020-08-02;2022-11-23;120.43;30.11
4855;86;47;2020-08-10;2021-01-23;23.71;5.93
4856;14;51;2020-08-03;2022-04-06;87.29;21.82
4857;97;167;2020-08-02;2023-05-14;145.0;36.25
4858;15;48;2020-08-03;2021-06-29;47.14;11.78
4859;5;12;2020-08-16;2020-11-27;14.71;3.68
4860;12;17;2020-08-09;2020-09-15;5.29;1.32
4861;9;12;2020-08-02;2020-08-20;2.57;0.64
4862;16;26;2020-08-10;2021-11-22;67.0;16.75
4864;64;137;2020-08-04;2022-06-14;97.0;24.25
4865;13;16;2020-08-03;2020-11-03;13.14;3.28
4866;92;150;2020-08-12;2023-03-23;136.14;34.03
4867;68;186;2020-09-07;2023-05-17;140.29;35.07
4868;60;96;2020-08-03;2023-04-12;140.29;35.07
4869;2;4;2020-08-06;2023-01-21;128.29;32.07
4870;3;5;2020-08-03;2020-08-04;0.14;0.04
4871;11;11;2020-08-03;2020-08-15;1.71;0.43
4872;86;374;2020-08-03;2023-05-15;145.0;36.25
4873;16;44;2020-08-03;2022-10-13;114.43;28.61
4874;11;13;2020-08-02;2020-08-25;3.29;0.82
4875;96;43;2020-08-03;2022-04-20;89.29;22.32
4876;41;37;2020-08-03;2022-03-22;85.14;21.28
4877;11;8;2020-08-02;2020-09-27;8.0;2.0
4878;73;82;2020-08-02;2023-02-06;131.14;32.78
4879;20;34;2020-08-03;2021-08-14;53.71;13.43
4880;97;177;2020-08-05;2023-05-12;144.29;36.07
4881;23;31;2020-08-02;2023-02-17;132.71;33.18
4882;6;15;2020-08-27;2022-04-27;86.86;21.72
4883;61;290;2020-09-20;2023-05-17;138.43;34.61
4885;42;35;2020-08-11;2021-08-14;52.57;13.14
4886;98;252;2020-08-10;2023-05-17;144.29;36.07
4887;46;121;2020-09-07;2023-05-15;140.0;35.0
4888;71;86;2020-08-10;2022-07-26;102.14;25.54
4889;8;20;2020-08-11;2020-09-26;6.57;1.64
4890;6;6;2021-08-22;2021-11-16;12.29;3.07
4891;39;69;2020-08-10;2022-09-07;108.29;27.07
4892;43;88;2020-08-10;2023-01-17;127.14;31.78
4893;24;63;2020-08-09;2023-04-08;138.86;34.72
4894;38;96;2020-08-09;2021-12-21;71.29;17.82
4895;4;8;2020-08-11;2020-08-28;2.43;0.61
4896;4;9;2020-08-18;2020-09-01;2.0;0.5
